Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
REMOVE IF YOU ADD ROW ABOVE																																0
Larzuk Puzzlebox N				0																												0
Larzuk Puzzlebox NM				4500	17																											0
Larzuk Puzzlebox H				1688	17																											0
Orb of Extraction N				0																												0
Orb of Extraction NM				14063	167																											0
Orb of Extraction H				9375	167																											0
SkeletonKey N				15000	167																											0
SkeletonKey NM				7500	167																											0
SkeletonKey H				5000	167																											0
Horadric ID Book N				15000	167																											0
Horadric ID Book NM				7500	167																											0
Horadric ID Book H				5000	167																											0
Horadric TP Book N				15000	167																											0
Horadric TP Book NM				7500	167																											0
Horadric TP Book H				5000	167																											0
Lillith Mirror N				150000	167																											0
Lillith Mirror NM				75000	167																											0
Lillith Mirror H				50000	167																											0
Vial of Lightsong N				45000	167																											0
Vial of Lightsong NM				22500	167																											0
Vial of Lightsong H				15000	167																											0
Corrupted Zone WSS				75																												0
Unique Map Monsters				7500	10																											0
Unique Map MapBoss				4500																												0
Rathma Jawbone N				0	100																											0
Rathma Jawbone NM				0	10																											0
Rathma Jawbone H				3750	1																											0
UberAncients T1				907	1																											0
UberAncients T2				907	1																											0
UberAncients T3				907	1																											0
lucbN				0	10																											0
lucbNM				0																												0
lucbH				800	1																											0
lucc				600																												0
lucdN				0	150																											0
lucdNM				0	10																											0
lucdH				4000	1																											0
T4MidMapBoss		90	6	970	960	990	1024	0	Act 5 (H) Equip C	800	Jewelry C	100	Runes 17 equiv	30	wss	25	T3 Map Drop No Infernal No T4	10	T2 Map Drop	10	Fate Card T4 Map	20	unpj	6								0
T4FinalMapBoss		90	6	980	960	990	1024	0	Act 5 (H) Equip C	800	Jewelry C	100	Runes 17 equiv	30	wss	25	T3 Map Drop No Infernal No T4	10	T2 Map Drop	10	Fate Card T4 Map	26	unpj	7								0
LucionChestLow		90	6	800	900	990	1024	0	Act 5 (H) Equip C	200	Act 5 (H) Good	100	Runes 15 equiv	30	wss	25	Fate Card T2 Map	15	Hatred Orbs T2 Map	15												0
LucionChestHigh		90	6	960	970	990	1024	0	Act 5 (H) Equip C	800	Jewelry C	100	Runes 17 equiv	30	New orbs T3	8	Mythic or Charms	12	Fate Card T3 Map	20	Hatred Orbs T3 Map	20	unpj	4								0
Demonic Cube N				20000	50																											0
Demonic Cube NM				10000	50																											0
Demonic Cube H				1000	50																											0
Corrupted Zone T1 Maps				150	1																											0
UberAncients		90	6	980	985	990	1024	0	Act 5 (H) Equip C	800	Jewelry C	100	Runes 17 equiv	30	T3 Map Drop	10	T2 Map Drop	10	New orbs T3	5	Mythic or Charms	8	Fate Card T3 Map	20	Hatred Orbs T3 Map	20	unpj	3				0
ShadowOfMendeln		90	6	970	980	990	1024	0	Act 5 (H) Equip C	787	Act 5 (H) Good	45	Act 5 (H) Junk	75	Runes 17 equiv	10	wss	15	Jewelry C	30	rtmv	30	Fate Card T3 Map	8								0
Hatred Orb Accessories			1						rin	2	amu	2	jew	3	cm4	1	cm3	2	cm2	2	cm1	2	mjw	1								0
Hatred Orb Equipment			1						Act 5 (H) Weap C	1	Act 5 (H) Armo C	1																				0
Hatred Orb Essences			1					9	Perfect Tier Essences	1																						0
Hatred Orb Currency			1						etor	1	csor	200	ooal	259	Chisels	270	Scarabs	270														0
Hatred Orb Runes			1						Runes 17 equiv	1																						0
Unused Mapstat			1						wss	1																						0
Hatred Orb Fate Cards			1						Fate Card Tier 0	1	Fate Card Tier 1	6	Fate Card Tier 2	14	Fate Card Tier 3	22	Fate Card Tier 4	26	Fate Card Tier 5	31												0
