description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Reset Berserker - Tier 2	1			100	18	296	18		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Berserker																													Ascendancy Tier 2																													0
Reset Elementalist - Tier 2	1			100	18	296	22		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Elementalist																													Ascendancy Tier 2																													0
Reset Occultist - Tier 2	1			100	18	296	26		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Occultist																													Ascendancy Tier 2																													0
Reset Guardian - Tier 2	1			100	18	296	30		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Guardian																													Ascendancy Tier 2																													0
Reset Lich - Tier 2	1			100	18	296	34		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Lich																													Ascendancy Tier 2																													0
Reset Pathfinder - Tier 2	1			100	18	296	38		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Pathfinder																													Ascendancy Tier 2																													0
Reset Spirit Walker - Tier 2	1			100	18	296	42		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Spirit Walker																													Ascendancy Tier 2																													0
Reset Deadeye - Tier 2	1			100	18	296	46		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Deadeye																													Ascendancy Tier 2																													0
Reset Chieftain - Tier 2	1			100	18	296	50		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Chieftain																													Ascendancy Tier 2																													0
Reset Saboteur - Tier 2	1			100	18	296	54		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												Ascend to Saboteur																													Ascendancy Tier 2																													0
																																																																																																								0
Reset Bloodmage - Tier 3	1			100	18	296	3		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Chronomancer - Tier 3	1			100	18	296	7		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Juggernaut - Tier 3	1			100	18	296	11		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Hierophant - Tier 3	1			100	18	296	15		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Berserker - Tier 3	1			100	18	296	19		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Elementalist - Tier 3	1			100	18	296	23		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Occultist - Tier 3	1			100	18	296	27		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Guardian - Tier 3	1			100	18	296	31		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Lich - Tier 3	1			100	18	296	35		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Pathfinder - Tier 3	1			100	18	296	39		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Spirit Walker - Tier 3	1			100	18	296	43		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Deadeye - Tier 3	1			100	18	296	47		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Chieftain - Tier 3	1			100	18	296	51		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
Reset Saboteur - Tier 3	1			100	18	296	55		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																																																										0
																																																																																																								0
Reset Bloodmage - Tier 4	1			100	18	296	4		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Chronomancer - Tier 4	1			100	18	296	8		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Juggernaut - Tier 4	1			100	18	296	12		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Hierophant - Tier 4	1			100	18	296	16		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Berserker - Tier 4	1			100	18	296	20		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Elementalist - Tier 4	1			100	18	296	24		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Occultist - Tier 4	1			100	18	296	28		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Guardian - Tier 4	1			100	18	296	32		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Lich - Tier 4	1			100	18	296	36		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Pathfinder - Tier 4	1			100	18	296	40		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Spirit Walker - Tier 4	1			100	18	296	44		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Deadeye - Tier 4	1			100	18	296	48		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Chieftain - Tier 4	1			100	18	296	52		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
Reset Saboteur - Tier 4	1			100	18	296	56		2	Ascendancy Cairn	toa						Ascendancy Cairn	99																												asb1																													Ascendancy Tier 4																													0
																																																																																																								0
Get T1, T2 and T3 from box after respec	1			100					1	asb1							Ascend to Bloodmage																													Ascendancy Tier 2																													Ascendancy Tier 3																													0
																																																																																																								0
TABULA SPECIAL REMOVAL																																																																																																								0
Tabula special removal	1			100	18	361	0		2	Tabula Rasa	key,qty=1						useitem,rem			100																																																																																				0
																																																																																																								0
FATE CARDS																																																																																																								0
TIER 0																																																																																																								0
The Apothecary	1			100					1	fa01,qty=5							Mageblood 4	99																																																																																						0
The Eye of Terror	1			100					1	fa02,qty=8							Mageblood 3	99																																																																																						0
The Doctor	1			100					1	fa03,qty=6							Headhunter	99																																																																																						0
The Sephiroth	1			100					1	fa04,qty=8							dvo,qty=10																																																																																							0
The Immortal	1			100					1	fa05,qty=2							r33s,qty=1																																																																																							0
Wealth and Power	1			100					1	fa06,qty=4							lsvl																																																																																							0
House of Mirrors	1			100					1	fa07,qty=6							llmr																																																																																							0
Unrequited Love	1			100					1	fa08,qty=5							r32s,qty=1																																																																																							0
Seraphic Favor	1			100					1	fa09,qty=5							Tyrael's Might	99																																																																																						0
Alluring Bounty	1			100					1	fa10,qty=8							r30s,qty=2																																																																																							0
A Fate Worse Than Death	1			100					1	fa11,qty=3							r31s,qty=1																																																																																							0
A Stone Perfected	1			100					1	fa12,qty=5							The Stone of Jordan	99			allskills	100		1	1	corrupt	100		1	1	corruptnum	100		1001	1001																																																																					0
																																																																																																								0
TIER 1																																																																																																								0
Lonely Warrior	1			100					1	fa13,qty=5							Defiance of Destiny	99																																																																																						0
The Polymath	1			100					1	fa14,qty=5							Astramentis	99																																																																																						0
Iridescent Dream	1			100					1	fa15,qty=3							unpj,qty=1																																																																																							0
The Web	1			100					1	fa16,qty=5							Arachnid Mesh	99																																																																																						0
I see Brothers	1			100					1	fa17,qty=4							Call of the Brotherhood	99																																																																																						0
The Reaper	1			100					1	fa18,qty=4							Deaths Poise	99																																																																																						0
The Shieldbearer	1			100					1	fa19,qty=6							The Squire	99																																																																																						0
The Avenger	1			100					1	fa20,qty=4							Mjolner	99																																																																																						0
Gemcutter's Promise	1			100					1	fa21,qty=3							mjw,uni	99																																																																																						0
	1			100					1																																																																																															0
TIER 2	1			100					1																																																																																															0
Chaotic Disposition	1			100					1	fa22,qty=1							csor,qty=5																																																																																							0
The Unexpected Prize	1			100					1	fa23,qty=1							hfcr,qty=75																																																																																							0
Further Invention	1			100					1	fa24,qty=6							cm4,mag	91																																																																																						0
Gemcutter's Mercy	1			100					1	fa25,qty=6							mjw,rar	91																																																																																						0
Lost Worlds	1			100					1	fa26,qty=5							t43,rar	99																																																																																						0
Boundless Realms	1			100					1	fa27,qty=5							t42,rar	99																																																																																						0
